205	chr20	3122822	3123519	+
206	chr8	77118478	77119411	+
207	chr6	13725453	13726360	+
208	chr5	81006666	81008222	+
209	chr5	10962008	10962769	+
210	chr1	40640404	40641025	+
211	chr6	57137440	57138327	+
212	chr5	56610102	56610677	+
213	chr13	29529405	29530160	+
214	chr17	19771730	19772727	+
215	chr9	22148024	22148663	+
216	chr4	151408103	151409674	+
217	chr1	61736093	61736899	+
218	chr2	170177853	170178627	+
219	chr2	144481223	144482279	+
220	chr4	75695894	75696557	+
221	chr16	123667	124306	+
222	chr10	7029981	7030772	+
223	chr12	13179378	13180273	+
224	chrX	40589704	40590196	+
225	chr8	18957275	18957934	+
226	chr7	29262262	29262918	+
227	chr6	90233774	90234713	+
228	chr12	106226953	106227997	+
229	chr4	54941986	54943109	+
230	chr12	92378853	92379532	+
231	chr1	83860489	83861269	+
232	chr4	25687701	25688539	+
233	chr6	15022731	15023854	+
234	chr10	23343950	23344750	+
235	chr4	26175227	26175798	+
236	chr3	4748669	4749235	+
237	chr11	86513054	86513693	+
238	chr12	95334134	95334768	+
239	chr10	6014100	6015127	+
240	chr13	20231274	20232645	+
241	chr15	77163067	77164236	+
242	chr6	90266866	90267679	+
243	chr9	91693894	91694902	+
244	chr9	93143751	93144696	+
245	chr2	157464048	157464657	+
246	chr1	158924216	158925152	+
247	chr7	21383165	21384341	+
248	chr12	31736148	31737248	+
249	chr1	232335271	232335829	+
250	chr18	49325938	49326620	+
251	chr18	44805625	44806305	+
252	chr8	73063483	73064380	+
253	chr3	142269185	142271251	+
254	chr8	58790538	58791391	+
255	chr10	17854137	17854722	+
256	chr1	193472176	193472762	+
257	chr13	75489500	75490271	+
258	chr11	113867806	113868796	+
259	chr7	135950410	135951250	+
260	chr15	82286500	82287596	+
261	chr2	98875077	98875780	+
262	chr18	74950510	74951470	+
263	chr3	188322906	188323680	+
264	chr13	43057663	43058255	+
265	chr8	102635324	102636208	+
266	chr14	95462767	95463831	+
267	chr1	185280833	185281937	+
268	chr6	110357590	110358497	+
269	chr8	73156628	73157391	+
270	chr1	100423541	100424342	+
271	chr2	197869525	197870393	+
272	chr1	234730865	234731901	+
273	chr2	144598195	144599709	+
274	chr8	80864620	80865282	+
275	chr2	111440810	111441827	+
276	chr7	6990929	6991602	+
277	chr12	107372244	107372757	+
278	chr14	104389549	104390213	+
279	chr8	121822658	121823478	+
280	chr3	52217075	52217545	+
281	chr17	66246200	66246872	+
282	chr11	86800089	86800975	+
283	chr2	43184086	43185005	+
284	chr8	6690161	6690907	+
285	chr5	91390133	91390795	+
286	chr20	20216010	20216947	+
287	chr3	39222522	39223187	+
288	chr21	36985791	36986447	+
289	chr20	3665461	3666587	+
290	chr11	12717739	12718378	+
291	chr5	56588650	56589462	+
292	chr18	77645184	77645800	+
293	chr11	87298819	87299532	+
294	chr12	108831486	108832374	+
295	chr15	59814376	59814909	+
296	chr1	108653361	108654073	+
297	chr13	73984937	73986123	+
298	chr11	95688237	95689301	+
299	chr2	161905428	161906066	+
300	chr7	37633146	37633991	+
301	chr18	44838951	44839668	+
302	chr6	87182194	87183212	+
303	chr2	144430746	144431723	+
304	chr20	43781148	43781751	+
305	chr14	62097539	62099093	+
306	chr3	197613015	197613794	+
307	chr4	67581215	67582067	+
308	chr17	27218841	27219581	+
309	chr3	187770014	187770612	+
310	chr1	8472772	8473952	+
311	chr10	14508053	14508560	+
312	chr1	212188589	212189090	+
313	chr13	51644900	51646611	+
314	chr16	53373035	53373908	+
315	chr1	221521653	221522414	+
316	chr7	156903375	156904054	+
317	chr11	86456022	86456704	+
318	chr12	67314909	67315599	+
319	chr2	207337127	207337942	+
320	chr2	168378875	168379471	+
321	chr4	148060669	148061238	+
322	chr20	34449703	34450519	+
323	chr16	57646669	57647469	+
324	chr20	53388163	53388832	+
325	chr14	92441952	92442564	+
326	chr12	10595153	10596353	+
327	chr2	134060803	134061550	+
328	chr12	91870996	91871763	+
329	chr5	126508646	126509369	+
330	chr7	8152426	8153123	+
331	chr18	3096884	3097656	+
332	chr7	12111427	12112234	+
333	chr22	40257855	40259063	+
334	chr6	90156704	90157369	+
335	chr6	83308875	83309480	+
336	chr2	179298569	179299127	+
337	chr2	191049657	191050235	+
338	chr2	28613119	28614211	+
339	chr4	148375886	148376546	+
340	chr10	17511252	17511826	+
341	chr11	13550594	13551294	+
342	chr4	153426213	153427057	+
343	chr5	16629166	16630080	+
344	chr10	71756883	71757923	+
345	chr16	30349010	30350888	+
346	chr17	69581196	69581913	+
347	chr15	31207057	31207880	+
348	chr1	226764797	226765524	+
349	chr11	128379553	128380159	+
350	chr7	16346177	16346993	+
351	chr8	125434307	125434801	+
352	chr11	88353795	88354489	+
353	chr2	204049567	204050271	+
354	chr2	95025530	95026190	+
355	chr2	241009662	241010760	+
356	chr6	70651075	70651988	+
357	chr1	154784770	154785531	+
358	chr17	63476489	63477543	+
359	chr13	41398509	41399192	+
360	chr5	94693161	94693883	+
361	chr1	240611446	240612404	+
362	chr1	240576095	240576640	+
363	chr11	48093557	48094313	+
364	chr12	103901482	103902357	+
365	chr3	112072001	112072886	+
366	chr2	8346103	8346984	+
367	chr3	31980509	31981804	+
368	chr8	60780675	60781296	+
369	chr1	119318296	119318972	+
370	chr10	129517651	129518469	+
371	chr10	6381975	6382564	+
372	chr14	35932442	35933267	+
373	chr4	37780259	37781460	+
374	chr9	79630673	79631523	+
375	chr8	59043830	59044439	+
376	chr9	89743183	89744228	+
377	chr2	7567388	7568162	+
378	chr9	130112505	130113630	+
379	chr1	91533368	91534206	+
380	chr12	9827140	9827934	+
381	chr6	79964401	79965112	+
382	chr1	169908541	169909348	+
383	chr14	34059973	34060770	+
384	chr8	101080348	101081201	+
385	chr19	35247722	35249190	+
386	chr6	169959113	169959623	+
387	chr10	69344596	69345706	+
388	chr4	102483938	102485130	+
389	chr5	137695735	137696676	+
390	chr8	129873619	129874187	+
391	chr13	39016244	39017018	+
392	chr12	128745898	128746675	+
393	chr16	69345415	69348112	+
394	chr3	68007571	68008383	+
395	chr2	111506863	111507478	+
396	chr1	33273050	33273790	+
397	chr3	7876768	7877286	+
398	chr9	81821433	81822156	+
399	chr3	18489681	18490435	+
400	chr11	86608076	86609032	+
401	chr2	105895881	105896657	+
402	chr2	105175098	105175987	+
403	chr8	80367138	80368283	+
404	chr9	125195004	125195597	+
405	chr12	124608913	124609736	+
406	chr1	58573812	58574283	+
407	chr3	13544333	13544826	+
408	chr5	146765017	146765870	+
409	chr12	112751985	112752582	+
410	chr13	32746042	32746966	+
411	chr14	61568550	61569113	+
412	chr6	25865811	25866516	+
413	chr16	57889419	57890426	+
414	chr6	152385541	152386463	+
415	chr2	227871208	227871967	+
416	chrX	108026136	108026699	+
417	chr21	42958704	42959388	+
418	chr5	14413237	14415948	+
419	chr4	119370427	119371542	+
420	chr3	32296540	32297945	+
421	chr11	11149635	11150680	+
422	chr13	45851169	45851751	+
423	chr3	42526514	42527563	+
424	chr6	79671631	79672139	+
425	chr16	81770084	81771528	+
426	chr3	98531710	98532360	+
427	chr10	42932799	42934376	+
428	chr2	111633942	111634641	+
429	chr5	80183291	80184100	+
430	chrX	133985176	133986036	+
431	chr4	113901940	113902676	+
432	chr1	241677221	241677756	+
433	chr12	64737623	64738115	+
434	chr1	98388002	98388926	+
435	chr3	56668000	56668496	+
436	chr18	45106115	45106769	+
437	chr3	50110418	50112809	+
438	chr12	12465861	12468195	+
439	chr12	68482305	68483830	+
440	chr12	8960117	8960706	+
441	chr4	112302241	112303170	+
442	chr14	49982202	49983196	+
443	chr7	128314510	128315144	+
444	chr9	33426607	33427423	+
445	chr6	90187108	90188032	+
446	chr17	21419221	21420118	+
447	chr17	65523118	65524122	+
448	chr1	234844835	234845771	+
449	chr3	49602415	49603731	+
450	chr5	54610107	54611165	+
451	chr22	40116507	40117291	+
452	chr12	70049672	70050477	+
453	chr4	121009460	121010263	+
454	chr2	189143070	189143555	+
455	chr2	172495841	172496644	+
456	chr2	111619026	111619642	+
457	chr22	24133339	24134684	+
458	chr11	119266228	119267291	+
459	chr13	27293474	27294638	+
460	chr5	107534407	107535027	+
461	chr13	50421891	50422661	+
462	chr9	79581682	79582418	+
463	chr7	151439805	151440358	+
464	chr11	133918403	133919686	+
465	chr1	245942794	245943418	+
466	chr9	101570010	101570685	+
467	chr5	172918457	172919514	+
468	chr3	101530417	101531906	+
469	chr5	80181120	80182045	+
470	chr10	47299998	47300901	+
471	chr9	122947774	122948627	+
472	chr7	139249242	139249916	+
473	chr8	129921387	129921955	+
474	chr10	22912945	22913815	+
475	chr6	90256746	90257481	+
476	chr4	76994148	76994613	+
477	chr17	82909362	82910099	+
478	chr5	32240997	32241913	+
479	chr14	24609647	24610235	+
480	chr19	29263022	29263686	+
481	chr3	136728482	136729284	+
482	chr3	151085368	151087210	+
483	chr4	112308880	112309757	+
484	chr13	45847503	45848091	+
485	chr6	25872669	25873348	+
486	chr4	76897076	76898418	+
487	chr9	31259880	31260424	+
488	chr3	66895480	66896097	+
489	chr9	135978874	135979510	+
490	chrX	9475375	9476178	+
491	chr2	25209985	25210714	+
492	chr2	160482150	160483043	+
493	chr5	32127780	32130096	+
494	chrX	46611600	46612216	+
495	chr9	114718630	114719392	+
496	chr13	27432267	27433166	+
497	chr5	107388208	107389685	+
498	chr10	73967733	73968936	+
499	chr12	96472400	96474068	+
500	chr2	58569645	58570295	+
501	chr9	5921954	5922732	+
502	chr10	91378040	91378634	+
503	chr1	87404170	87404685	+
504	chr12	109944539	109945135	+
505	chr3	144127979	144128727	+
506	chrX	64349302	64350999	+
507	chr7	148838750	148839696	+
508	chr11	104736299	104736919	+
509	chr1	84876172	84876989	+
510	chr2	95053181	95053849	+
511	chr8	37870960	37871710	+
512	chr2	65382604	65383427	+
513	chr1	9121724	9122904	+
514	chr12	24838613	24839750	+
515	chr1	59316476	59317429	+
516	chr10	28594017	28594784	+
517	chr2	24745699	24746260	+
518	chr7	30148916	30149591	+
519	chr2	230905319	230905977	+
520	chr10	16835170	16835639	+
521	chr6	33029169	33029984	+
522	chr20	56418304	56419213	+
523	chr11	2077145	2077717	+
524	chr1	61782628	61783502	+
525	chr2	950083	951218	+
526	chr5	107519884	107520541	+
527	chr5	65866831	65867729	+
528	chr11	13940489	13940980	+
529	chr5	132687985	132689084	+
530	chr7	38880004	38880691	+
531	chr6	125904583	125905314	+
532	chr3	171980481	171981170	+
533	chr18	74631323	74632588	+
534	chr7	69824130	69824891	+
535	chr3	106033460	106034149	+
536	chr15	63479423	63480094	+
537	chr16	1854911	1857211	+
538	chr10	92901753	92902465	+
539	chr8	133152739	133153401	+
540	chr3	88018919	88019576	+
541	chr1	212754337	212754895	+
542	chr18	3624722	3625446	+
543	chr14	99315200	99315998	+
544	chr16	15672384	15673584	+
545	chr18	59792214	59792815	+
546	chr2	54708630	54709856	+
547	chr2	175207752	175208502	+
548	chr19	19605979	19606915	+
549	chr3	15347223	15347875	+
550	chr11	88421365	88422016	+
551	chr7	108455125	108456838	+
552	chr8	29028388	29029004	+
553	chr22	24141579	24142071	+
554	chr12	46177828	46178498	+
555	chr11	10488265	10489675	+
556	chr5	76818255	76819876	+
557	chr1	101331827	101332871	+
558	chr12	64384967	64385760	+
559	chr12	1740321	1741096	+
560	chr8	140955245	140955772	+
561	chr4	110059551	110060422	+
562	chr2	203177115	203177959	+
563	chr13	86757165	86757964	+
564	chr6	100228509	100229409	+
565	chrX	119502268	119503734	+
566	chr11	102360626	102362086	+
567	chr4	112296959	112297674	+
568	chr7	115229422	115229984	+
569	chr18	11828720	11829278	+
570	chr8	120775027	120775603	+
571	chr7	150047412	150049181	+
572	chr11	96062074	96062654	+
573	chr5	80152679	80153906	+
574	chr6	118659912	118660571	+
575	chr1	223248500	223249322	+
576	chr8	81188284	81188796	+
577	chr12	105960435	105961087	+
578	chr18	58970913	58971688	+
579	chr3	32302899	32303769	+
580	chr9	85600559	85601388	+
581	chr1	197391244	197392046	+
582	chr1	12201243	12202077	+
583	chr2	143544689	143545366	+
584	chr7	133365059	133365676	+
585	chr18	67301635	67302362	+
586	chr14	49977123	49977702	+
587	chr3	16789287	16789843	+
588	chr3	136716342	136717238	+
589	chr13	26482282	26482913	+
590	chr18	7964688	7965356	+
591	chr5	76595510	76596362	+
592	chr6	143594422	143595107	+
593	chr1	235917283	235917749	+
594	chrX	21948878	21949478	+
595	chr2	189580353	189581491	+
596	chrX	19599102	19599793	+
597	chr19	381737	382907	+
598	chr5	134086827	134087437	+
599	chr5	62299308	62300146	+
600	chr8	125218681	125219592	+
601	chr11	96307027	96307968	+
602	chr2	47155491	47156189	+
603	chr18	8601418	8602261	+
604	chr7	42887901	42889151	+
605	chr1	98323582	98324499	+
606	chr6	35332089	35332581	+
607	chr1	193186047	193186954	+
608	chr12	104426984	104427964	+
609	chr12	258903	259472	+
610	chr13	98484515	98485411	+
611	chr4	104896741	104897345	+
612	chr8	61014009	61014731	+
613	chr4	71107394	71108373	+
614	chr17	31051963	31052804	+
615	chr5	56686247	56686962	+
616	chrX	106802466	106803242	+
617	chr16	57070507	57072122	+
618	chr20	34620235	34621993	+
619	chr2	239137416	239138199	+
620	chr6	132612386	132612958	+
621	chr20	35069655	35070631	+
622	chr1	51442213	51442882	+
623	chr19	35346564	35347941	+
624	chr10	113093608	113094510	+
625	chr16	31364513	31365627	+
626	chr2	112181549	112182505	+
627	chr3	13428121	13428832	+
628	chr3	69282015	69282673	+
629	chr8	120740600	120741303	+
630	chr1	84847345	84847811	+
631	chr2	151669758	151670445	+
632	chr7	129205886	129206403	+
633	chr12	3962396	3963184	+
634	chr3	112473190	112473823	+
635	chr2	196229999	196230738	+
636	chr4	147741531	147742252	+
637	chr5	129114587	129115168	+
638	chr10	98164007	98164952	+
639	chr18	70781650	70782435	+
640	chr5	107990861	107991673	+
641	chr4	153205104	153206020	+
642	chr8	115522431	115522983	+
643	chr16	24721702	24722298	+
644	chr10	109945618	109946254	+
645	chr2	240739714	240740283	+
646	chr16	3509146	3510192	+
647	chr10	92681064	92681986	+
648	chr17	16266946	16270231	+
649	chr2	165777476	165778211	+
650	chr8	119982072	119982929	+
651	chr12	91687217	91687904	+
652	chr12	3950899	3951821	+
653	chrX	17736864	17738551	+
654	chr20	49518603	49519365	+
655	chr4	152183499	152184034	+
656	chr2	168035551	168036109	+
657	chr4	109754113	109754936	+
658	chr10	119704144	119705742	+
659	chr6	157989993	157990994	+
660	chr6	144247860	144248775	+
661	chr6	110783935	110784980	+
662	chr4	114147401	114148399	+
663	chr2	159144877	159145760	+
664	chr2	106065294	106066116	+
665	chr5	150790077	150790678	+
666	chr11	134582532	134583675	+
667	chr13	48526093	48526783	+
668	chr12	69991406	69992159	+
669	chr11	103958490	103959546	+
670	chr18	59801735	59802594	+
671	chr1	241706356	241707398	+
672	chr3	39249227	39249868	+
673	chr5	87069359	87069997	+
674	chrX	15142237	15143547	+
675	chr18	48455966	48456597	+
676	chr4	26093066	26093933	+
677	chr10	246284	246873	+
678	chr1	179317285	179318460	+
679	chr9	20335763	20336359	+
680	chr16	8663288	8664067	+
681	chr18	11818015	11819154	+
682	chr21	31343321	31344512	+
683	chr3	101987877	101988930	+
684	chr1	91753379	91754638	+
685	chr1	8899438	8900948	+
686	chr2	73978931	73979524	+
687	chr3	27526568	27527284	+
688	chr20	13247190	13248244	+
689	chr8	94079655	94080407	+
690	chr12	18165292	18166129	+
691	chr15	65630885	65632208	+
692	chr2	7539114	7539898	+
693	chr4	151029678	151030450	+
694	chr12	113862667	113863415	+
695	chr10	27464660	27465813	+
696	chr16	53744435	53744906	+
697	chr10	69359229	69360237	+
698	chr3	58115921	58116645	+
699	chr14	102019540	102021282	+
700	chr6	4607513	4608414	+
701	chr10	122515600	122516374	+
702	chr15	49036763	49037344	+
703	chr3	124584343	124585126	+
704	chr2	111626215	111626816	+
705	chrX	25067436	25068514	+
706	chr3	66353769	66354741	+
707	chr19	29302546	29303528	+
708	chr2	233240939	233241911	+
709	chr7	18290138	18291101	+
710	chr1	47307922	47308480	+
711	chr10	45373229	45374526	+
712	chrX	17859778	17861525	+
713	chr5	96923945	96924567	+
714	chr1	21956673	21957751	+
715	chr3	138686769	138687655	+
716	chr8	80346997	80348580	+
717	chr2	196914966	196915827	+
718	chr14	39383013	39383999	+
719	chr2	25402757	25403912	+
720	chr10	69026885	69030050	+
721	chr2	207135278	207135903	+
722	chr4	54708844	54710599	+
723	chr3	37225052	37226035	+
724	chr5	82388878	82389481	+
725	chr12	3896880	3897946	+
726	chr22	40418498	40419248	+
727	chr2	239304053	239304682	+
728	chr6	143677728	143679265	+
729	chr5	126503595	126504143	+
730	chr4	71124009	71125519	+
731	chr1	97911609	97912232	+
732	chr18	70672248	70673280	+
733	chr11	113841061	113842047	+
734	chr7	98514331	98516037	+
735	chr6	37867921	37868826	+
736	chr5	16616364	16617983	+
737	chr19	40792187	40793103	+
738	chr13	42071327	42072366	+
739	chr10	74853898	74854528	+
740	chr11	11156093	11157448	+
741	chr8	141152469	141153064	+
742	chr18	23810335	23811002	+
743	chr6	150987252	150987989	+
744	chr1	36108891	36109685	+
745	chr20	13262022	13262494	+
746	chr15	94253473	94254153	+
747	chr6	111087131	111088641	+
748	chr1	211228741	211229768	+
749	chr18	22392850	22393459	+
750	chr2	175575452	175576339	+
751	chr1	83508142	83508961	+
752	chr5	80268761	80271118	+
753	chr11	13868896	13869705	+
754	chr16	47643294	47644289	+
755	chr5	14108641	14110057	+
756	chr1	226696841	226697703	+
757	chr12	24997995	24998587	+
758	chr20	53563705	53564373	+
759	chr5	175652935	175653535	+
760	chr8	19496718	19497613	+
761	chr6	152975185	152975753	+
762	chr6	144197954	144199269	+
763	chr1	91875955	91876524	+
764	chr17	640255	641134	+
765	chr7	138903292	138904152	+
766	chr4	54657557	54658972	+
767	chr9	16884560	16885495	+
768	chr6	81821110	81821675	+
769	chr1	116435975	116436507	+
770	chr18	79156726	79157503	+
771	chr6	6810914	6812023	+
772	chr15	58614604	58615432	+
773	chr1	235206632	235207817	+
774	chr10	101858300	101859373	+
775	chr1	210399568	210400837	+
776	chr14	63283137	63283772	+
777	chr1	162547975	162548495	+
778	chr2	214737161	214738073	+
779	chr17	30323323	30324306	+
780	chr21	26070794	26071483	+
781	chr8	41797319	41798191	+
782	chr10	8404577	8405203	+
783	chr4	54683779	54684366	+
784	chr8	133950985	133951615	+
785	chr5	107474651	107475494	+
786	chr19	7345419	7345964	+
787	chr8	103336303	103336871	+
788	chr4	140556558	140557064	+
789	chr1	224497760	224498691	+
790	chr2	23452797	23453400	+
791	chr8	85495234	85495803	+
792	chr11	12377279	12378229	+
793	chr2	7649746	7650340	+
794	chr2	84832789	84834021	+
795	chr3	32285371	32286163	+
796	chr4	108355421	108356163	+
797	chrX	42399049	42400004	+
798	chr4	145299453	145300056	+
799	chr12	65926219	65927017	+
800	chr4	75682927	75683492	+
801	chr4	17324209	17324975	+
802	chr17	76199162	76201289	+
803	chr4	90127106	90128806	+
804	chr17	36004413	36005068	+
805	chr18	10032319	10033100	+
806	chr9	89456706	89457477	+
807	chr14	97393139	97393978	+
808	chr3	32313509	32314416	+
809	chr10	86835511	86836462	+
810	chr5	177826115	177826612	+
811	chr3	39234449	39235031	+
812	chr2	170651323	170652182	+
813	chr1	20931906	20933113	+
814	chr6	137736240	137736820	+
815	chr12	14643219	14644621	+
816	chr3	122066517	122068072	+
817	chr14	67411952	67412533	+
818	chr19	54904004	54904725	+
819	chr12	682153	682799	+
820	chr5	35853678	35854695	+
821	chr4	82213436	82214016	+
822	chr11	126465358	126466194	+
823	chr11	134348967	134350137	+
824	chr10	104170644	104171257	+
825	chr4	108029378	108030662	+
826	chr2	24739276	24739956	+
827	chr2	101651506	101652312	+
828	chr7	25117397	25118273	+
829	chr2	147449392	147449992	+
830	chr20	5714420	5715309	+
831	chr8	55892894	55893677	+
832	chrX	69615820	69616993	+
833	chr11	111531770	111532374	+
834	chr9	81814412	81815616	+
835	chr2	71023439	71024180	+
836	chr1	179709680	179710400	+
837	chr9	5375326	5376406	+
838	chr1	53106583	53107736	+
839	chr8	6428328	6429249	+
840	chr19	32642680	32643548	+
841	chr2	27965733	27966508	+
842	chr3	18499224	18499891	+
843	chr5	35802854	35803704	+
844	chr11	44726329	44728258	+
845	chr15	82647228	82648340	+
846	chr6	157833651	157834381	+
847	chr1	48776387	48777308	+
848	chr8	73174132	73174753	+
849	chr8	12837569	12838047	+
850	chr6	90098045	90098587	+
851	chr3	192916903	192918337	+
852	chr22	22210351	22211030	+
853	chr11	114099518	114099997	+
854	chr8	17026753	17027930	+
855	chr10	98408868	98409457	+
856	chr7	128914697	128915553	+
857	chr5	55903211	55904047	+
858	chr7	134710836	134711576	+
859	chr6	39100285	39100928	+
860	chr14	67875105	67875829	+
861	chr9	92440487	92441226	+
862	chr1	1173498	1174372	+
863	chr11	114182959	114183648	+
864	chr5	56328903	56329474	+
865	chr8	17001182	17002226	+
866	chr3	195468077	195468726	+
867	chr13	94351385	94352130	+
868	chr1	218351345	218351960	+
869	chr7	27641295	27642021	+
870	chr2	160652015	160652789	+
871	chr19	50178834	50179498	+
872	chr22	24993566	24994748	+
873	chr10	3668490	3669207	+
874	chr18	26215390	26216282	+
875	chr4	4461666	4462882	+
